week,producer_code,product_id,Product,quantity.x,cost.x,price.x,quantity.y,cost.y,price.y,undelivered,unplanned,discrepancy,Category,Category_[0],"Category 2","Category 3","Owns Land","Owns Water"
10/17/21,YMF,3813,"Greens, Kale",38,36,NA,38,36,39.96,0,0,0.00%,Greens," Kale",,,FALSE,TRUE
10/17/21,NA,3759,Onions,8,40,NA,NA,NA,NA,1,0,0,Onions,,,,#N/A,#N/A
10/24/21,CBS,3188,"Squash, Winter, Butternut",25,24.65,NA,NA,NA,NA,1,0,0,Squash," Winter"," Butternut",,TRUE,TRUE
10/24/21,CLP,3613,"Beets Red, bulk",16,26.31,NA,16,26.31,29.2,0,0,0.00%,"Beets Red"," bulk",,,TRUE,FALSE
10/24/21,CVP,3755,Carrots,30,31.62,NA,NA,NA,NA,1,0,0,Carrots,,,,FALSE,FALSE
10/24/21,D2D,3755,Carrots,30,31.62,NA,NA,NA,NA,1,0,0,Carrots,,,,TRUE,TRUE
10/24/21,HAF,3755,Carrots,12,31.62,NA,NA,NA,NA,1,0,0,Carrots,,,,TRUE,FALSE
10/24/21,LXF,3132,"Carrots, Rainbow",84,31.62,NA,NA,NA,NA,1,0,0,Carrots," Rainbow",,,#N/A,#N/A
10/24/21,LXF,3613,"Beets Red, bulk",18,26.31,NA,NA,NA,NA,1,0,0,"Beets Red"," bulk",,,#N/A,#N/A
10/24/21,MHG,3178,"Radish, Purple Daikon",25,30,NA,NA,NA,NA,1,0,0,Radish," Purple Daikon",,,TRUE,TRUE
10/24/21,MHG,3613,"Beets Red, bulk",16,26.31,NA,NA,NA,NA,1,0,0,"Beets Red"," bulk",,,TRUE,TRUE
10/24/21,NTN,3755,Carrots,30,31.62,NA,30,31.62,35.1,0,0,0.00%,Carrots,,,,FALSE,FALSE
10/24/21,PBY,3613,"Beets Red, bulk",16,26.31,NA,NA,NA,NA,1,0,0,"Beets Red"," bulk",,,FALSE,FALSE
10/24/21,RSV,3755,Carrots,15,31.62,NA,15,31.62,35.1,0,0,0.00%,Carrots,,,,FALSE,FALSE
10/24/21,SGC,3188,"Squash, Winter, Butternut",25,24.65,NA,NA,NA,NA,1,0,0,Squash," Winter"," Butternut",,#N/A,#N/A
10/24/21,WKH,3132,"Carrots, Rainbow",72,31.62,NA,NA,NA,NA,1,0,0,Carrots," Rainbow",,,#N/A,#N/A
10/24/21,YMF,3132,"Carrots, Rainbow",12,31.62,NA,NA,NA,NA,1,0,0,Carrots," Rainbow",,,FALSE,TRUE
10/24/21,YMF,3178,"Radish, Purple Daikon",25,30,NA,29,30,33.3,0,0,16.00%,Radish," Purple Daikon",,,FALSE,TRUE
10/24/21,YMF,3755,Carrots,15,31.62,NA,13,31.62,35.1,0,0,-13.30%,Carrots,,,,FALSE,TRUE
10/31/21,AFC,3754,Cabbage,5,34,NA,NA,NA,NA,1,0,0,Cabbage,,,,TRUE,TRUE
10/31/21,D2D,3754,Cabbage,15,34,NA,NA,NA,NA,1,0,0,Cabbage,,,,TRUE,TRUE
10/31/21,LXF,3759,Onions,20,40,NA,20,40,44.4,0,0,0.00%,Onions,,,,#N/A,#N/A
10/31/21,MHG,3178,"Radish, Purple Daikon",25,30,NA,NA,NA,NA,1,0,0,Radish," Purple Daikon",,,TRUE,TRUE
10/31/21,MLG,3759,Onions,20,40,NA,NA,NA,NA,1,0,0,Onions,,,,FALSE,FALSE
10/31/21,NTN,3754,Cabbage,15,34,NA,15,34,37.74,0,0,0.00%,Cabbage,,,,FALSE,FALSE
10/31/21,SEE,3188,"Squash, Winter, Butternut",68,24.65,NA,NA,NA,NA,1,0,0,Squash," Winter"," Butternut",,TRUE,TRUE
10/31/21,SGC,3189,"Squash, Winter, Delicata",25,35,NA,NA,NA,NA,1,0,0,Squash," Winter"," Delicata",,#N/A,#N/A
10/31/21,SGC,3754,Cabbage,15,34,NA,NA,NA,NA,1,0,0,Cabbage,,,,#N/A,#N/A
10/31/21,SGC,3759,Onions,20,40,NA,NA,NA,NA,1,0,0,Onions,,,,#N/A,#N/A
10/31/21,SXF,3759,Onions,20,40,NA,NA,NA,NA,1,0,0,Onions,,,,FALSE,FALSE
10/31/21,YMF,3178,"Radish, Purple Daikon",25,30,NA,NA,NA,NA,1,0,0,Radish," Purple Daikon",,,FALSE,TRUE
10/31/21,YMF,3189,"Squash, Winter, Delicata",25,35,NA,NA,NA,NA,1,0,0,Squash," Winter"," Delicata",,FALSE,TRUE
10/31/21,YMF,3759,Onions,20,40,NA,NA,NA,NA,1,0,0,Onions,,,,FALSE,TRUE
11/7/21,AFC,3754,Cabbage,15,34,NA,NA,NA,NA,1,0,0,Cabbage,,,,TRUE,TRUE
11/7/21,CBS,3188,"Squash, Winter, Butternut",25,24.65,NA,NA,NA,NA,1,0,0,Squash," Winter"," Butternut",,TRUE,TRUE
11/7/21,D2D,3754,Cabbage,15,34,NA,NA,NA,NA,1,0,0,Cabbage,,,,TRUE,TRUE
11/7/21,LXF,3132,"Carrots, Rainbow",40,31.62,NA,NA,NA,NA,1,0,0,Carrots," Rainbow",,,#N/A,#N/A
11/7/21,MKV,3759,Onions,20,40,NA,NA,NA,NA,1,0,0,Onions,,,,#N/A,#N/A
11/7/21,NTN,3754,Cabbage,15,34,NA,NA,NA,NA,1,0,0,Cabbage,,,,FALSE,FALSE
11/7/21,PBY,3759,Onions,20,40,NA,NA,NA,NA,1,0,0,Onions,,,,FALSE,FALSE
11/7/21,SEE,3806,"Greens, Lettuce, Head",75,36,NA,NA,NA,NA,1,0,0,Greens," Lettuce"," Head",,TRUE,TRUE
11/7/21,SGC,3188,"Squash, Winter, Butternut",25,24.65,NA,NA,NA,NA,1,0,0,Squash," Winter"," Butternut",,#N/A,#N/A
11/7/21,SGC,3754,Cabbage,5,34,NA,NA,NA,NA,1,0,0,Cabbage,,,,#N/A,#N/A
11/7/21,SGC,3759,Onions,35,40,NA,NA,NA,NA,1,0,0,Onions,,,,#N/A,#N/A
11/7/21,WKH,3759,Onions,20,40,NA,NA,NA,NA,1,0,0,Onions,,,,#N/A,#N/A
11/14/21,AFC,3754,Cabbage,5,34,NA,NA,NA,NA,1,0,0,Cabbage,,,,TRUE,TRUE
11/14/21,D2D,3754,Cabbage,15,34,NA,NA,NA,NA,1,0,0,Cabbage,,,,TRUE,TRUE
11/14/21,LXF,3759,Onions,20,40,NA,NA,NA,NA,1,0,0,Onions,,,,#N/A,#N/A
11/14/21,MLG,3759,Onions,20,40,NA,NA,NA,NA,1,0,0,Onions,,,,FALSE,FALSE
11/14/21,NTN,3754,Cabbage,15,34,NA,30,34,37.74,0,0,100.00%,Cabbage,,,,FALSE,FALSE
11/14/21,SGC,3754,Cabbage,15,34,NA,NA,NA,NA,1,0,0,Cabbage,,,,#N/A,#N/A
11/14/21,SGC,3759,Onions,20,40,NA,NA,NA,NA,1,0,0,Onions,,,,#N/A,#N/A
11/14/21,SXF,3759,Onions,20,40,NA,NA,NA,NA,1,0,0,Onions,,,,FALSE,FALSE
11/14/21,YMF,3759,Onions,20,40,NA,NA,NA,NA,1,0,0,Onions,,,,FALSE,TRUE
11/21/21,AFC,3754,Cabbage,5,34,NA,NA,NA,NA,1,0,0,Cabbage,,,,TRUE,TRUE
11/21/21,D2D,3754,Cabbage,15,34,NA,NA,NA,NA,1,0,0,Cabbage,,,,TRUE,TRUE
11/21/21,LXF,3132,"Carrots, Rainbow",24,31.62,NA,NA,NA,NA,1,0,0,Carrots," Rainbow",,,#N/A,#N/A
11/21/21,NTN,3754,Cabbage,15,34,NA,NA,NA,NA,1,0,0,Cabbage,,,,FALSE,FALSE
11/21/21,SEE,3188,"Squash, Winter, Butternut",68,24.65,NA,NA,NA,NA,1,0,0,Squash," Winter"," Butternut",,TRUE,TRUE
11/21/21,SGC,3754,Cabbage,15,34,NA,NA,NA,NA,1,0,0,Cabbage,,,,#N/A,#N/A
11/21/21,WKH,3132,"Carrots, Rainbow",12,31.62,NA,NA,NA,NA,1,0,0,Carrots," Rainbow",,,#N/A,#N/A
6/5/22,CBS,3278,"Radish, Red, Bulk, Bunched w/Tops",20,43.5,48.29,NA,NA,NA,1,0,0,Radish," Red"," Bulk"," Bunched w/Tops",TRUE,TRUE
6/5/22,CHO,3278,"Radish, Red, Bulk, Bunched w/Tops",20,43.5,48.29,NA,NA,NA,1,0,0,Radish," Red"," Bulk"," Bunched w/Tops",TRUE,FALSE
6/5/22,CMA,3266,"Onions, Scallions",5,33.75,37.46,NA,NA,NA,1,0,0,Onions," Scallions",,,FALSE,FALSE
6/5/22,CMU,3266,"Onions, Scallions",12,33.75,37.46,NA,NA,NA,1,0,0,Onions," Scallions",,,FALSE,FALSE
6/5/22,CVP,3266,"Onions, Scallions",12,33.75,37.46,NA,NA,NA,1,0,0,Onions," Scallions",,,FALSE,FALSE
6/5/22,JWI,3278,"Radish, Red, Bulk, Bunched w/Tops",10,43.5,48.29,NA,NA,NA,1,0,0,Radish," Red"," Bulk"," Bunched w/Tops",FALSE,FALSE
6/5/22,KHF,3806,"Greens, Lettuce, Head",15,42.75,47.45,NA,NA,NA,1,0,0,Greens," Lettuce"," Head",,FALSE,FALSE
6/5/22,ONC,3266,"Onions, Scallions",5,33.75,37.46,NA,NA,NA,1,0,0,Onions," Scallions",,,FALSE,FALSE
6/5/22,TEB,3266,"Onions, Scallions",12,33.75,37.46,NA,NA,NA,1,0,0,Onions," Scallions",,,TRUE,FALSE
6/5/22,YMF,3266,"Onions, Scallions",10,33.75,37.46,NA,NA,NA,1,0,0,Onions," Scallions",,,FALSE,TRUE
6/5/22,YMF,3806,"Greens, Lettuce, Head",10,42.75,47.45,NA,NA,NA,1,0,0,Greens," Lettuce"," Head",,FALSE,TRUE
6/12/22,CBS,3278,"Radish, Red, Bulk, Bunched w/Tops",15,43.5,48.29,NA,NA,NA,1,0,0,Radish," Red"," Bulk"," Bunched w/Tops",TRUE,TRUE
6/12/22,CHO,3278,"Radish, Red, Bulk, Bunched w/Tops",20,43.5,48.29,NA,NA,NA,1,0,0,Radish," Red"," Bulk"," Bunched w/Tops",TRUE,FALSE
6/12/22,CMA,3266,"Onions, Scallions",5,33.75,37.46,NA,NA,NA,1,0,0,Onions," Scallions",,,FALSE,FALSE
6/12/22,CMU,3266,"Onions, Scallions",12,33.75,37.46,12,37.25,41.35,0,0,0.00%,Onions," Scallions",,,FALSE,FALSE
6/12/22,CVP,3266,"Onions, Scallions",12,33.75,37.46,12,37.25,41.35,0,0,0.00%,Onions," Scallions",,,FALSE,FALSE
6/12/22,JWI,3278,"Radish, Red, Bulk, Bunched w/Tops",15,43.5,48.29,NA,NA,NA,1,0,0,Radish," Red"," Bulk"," Bunched w/Tops",FALSE,FALSE
6/12/22,KHF,3806,"Greens, Lettuce, Head",15,42.75,47.45,15,42.75,47.45,0,0,0.00%,Greens," Lettuce"," Head",,FALSE,FALSE
6/12/22,ONC,3266,"Onions, Scallions",5,33.75,37.46,NA,NA,NA,1,0,0,Onions," Scallions",,,FALSE,FALSE
6/12/22,TEB,3266,"Onions, Scallions",12,33.75,37.46,NA,NA,NA,1,0,0,Onions," Scallions",,,TRUE,FALSE
6/12/22,YMF,3266,"Onions, Scallions",10,33.75,37.46,NA,NA,NA,1,0,0,Onions," Scallions",,,FALSE,TRUE
6/12/22,YMF,3806,"Greens, Lettuce, Head",10,42.75,47.45,NA,NA,NA,1,0,0,Greens," Lettuce"," Head",,FALSE,TRUE
6/19/22,CBO,3278,"Radish, Red, Bulk, Bunched w/Tops",5,43.5,48.29,NA,NA,NA,1,0,0,Radish," Red"," Bulk"," Bunched w/Tops",FALSE,FALSE
6/19/22,CBS,3278,"Radish, Red, Bulk, Bunched w/Tops",15,43.5,48.29,NA,NA,NA,1,0,0,Radish," Red"," Bulk"," Bunched w/Tops",TRUE,TRUE
6/19/22,CHO,3278,"Radish, Red, Bulk, Bunched w/Tops",20,43.5,48.29,NA,NA,NA,1,0,0,Radish," Red"," Bulk"," Bunched w/Tops",TRUE,FALSE
6/19/22,CMA,3266,"Onions, Scallions",5,33.75,37.46,NA,NA,NA,1,0,0,Onions," Scallions",,,FALSE,FALSE
6/19/22,CMA,3278,"Radish, Red, Bulk, Bunched w/Tops",5,43.5,48.29,NA,NA,NA,1,0,0,Radish," Red"," Bulk"," Bunched w/Tops",FALSE,FALSE
6/19/22,CMU,3266,"Onions, Scallions",12,33.75,37.46,12,37.25,41.35,0,0,0.00%,Onions," Scallions",,,FALSE,FALSE
6/19/22,CVP,3266,"Onions, Scallions",12,33.75,37.46,12,37.25,41.35,0,0,0.00%,Onions," Scallions",,,FALSE,FALSE
6/19/22,JWI,3278,"Radish, Red, Bulk, Bunched w/Tops",5,43.5,48.29,NA,NA,NA,1,0,0,Radish," Red"," Bulk"," Bunched w/Tops",FALSE,FALSE
6/19/22,KHF,3806,"Greens, Lettuce, Head",15,42.75,47.45,15,42.75,47.45,0,0,0.00%,Greens," Lettuce"," Head",,FALSE,FALSE
6/19/22,ONC,3266,"Onions, Scallions",5,33.75,37.46,NA,NA,NA,1,0,0,Onions," Scallions",,,FALSE,FALSE
6/19/22,TEB,3266,"Onions, Scallions",12,33.75,37.46,NA,NA,NA,1,0,0,Onions," Scallions",,,TRUE,FALSE
6/19/22,YMF,3266,"Onions, Scallions",10,33.75,37.46,10,37.25,41.35,0,0,0.00%,Onions," Scallions",,,FALSE,TRUE
6/19/22,YMF,3806,"Greens, Lettuce, Head",10,42.75,47.45,10,42.75,47.45,0,0,0.00%,Greens," Lettuce"," Head",,FALSE,TRUE
6/26/22,CBS,3278,"Radish, Red, Bulk, Bunched w/Tops",10,43.5,48.29,5,43.5,48.29,0,0,-50.00%,Radish," Red"," Bulk"," Bunched w/Tops",TRUE,TRUE
6/26/22,CHO,3278,"Radish, Red, Bulk, Bunched w/Tops",20,43.5,48.29,NA,NA,NA,1,0,0,Radish," Red"," Bulk"," Bunched w/Tops",TRUE,FALSE
6/26/22,CMA,3266,"Onions, Scallions",5,33.75,37.46,NA,NA,NA,1,0,0,Onions," Scallions",,,FALSE,FALSE
6/26/22,CMU,3266,"Onions, Scallions",12,33.75,37.46,12,33.75,37.46,0,0,0.00%,Onions," Scallions",,,FALSE,FALSE
6/26/22,CVP,3266,"Onions, Scallions",12,33.75,37.46,24,33.75,37.46,0,0,100.00%,Onions," Scallions",,,FALSE,FALSE
6/26/22,D2D,3278,"Radish, Red, Bulk, Bunched w/Tops",10,43.5,48.29,15,43.5,48.29,0,0,50.00%,Radish," Red"," Bulk"," Bunched w/Tops",TRUE,TRUE
6/26/22,JWI,3278,"Radish, Red, Bulk, Bunched w/Tops",10,43.5,48.29,NA,NA,NA,1,0,0,Radish," Red"," Bulk"," Bunched w/Tops",FALSE,FALSE
6/26/22,KHF,3806,"Greens, Lettuce, Head",15,42.75,47.45,NA,NA,NA,1,0,0,Greens," Lettuce"," Head",,FALSE,FALSE
6/26/22,ONC,3266,"Onions, Scallions",5,33.75,37.46,NA,NA,NA,1,0,0,Onions," Scallions",,,FALSE,FALSE
6/26/22,TEB,3266,"Onions, Scallions",12,33.75,37.46,12,33.75,37.46,0,0,0.00%,Onions," Scallions",,,TRUE,FALSE
6/26/22,YMF,3266,"Onions, Scallions",10,33.75,37.46,NA,NA,NA,1,0,0,Onions," Scallions",,,FALSE,TRUE
6/26/22,YMF,3806,"Greens, Lettuce, Head",10,42.75,47.45,NA,NA,NA,1,0,0,Greens," Lettuce"," Head",,FALSE,TRUE
7/3/22,AFC,3138,"Greens, Collards",8,42.75,47.45,8,42.75,47.45,0,0,0.00%,Greens," Collards",,,TRUE,TRUE
7/3/22,CBS,3278,"Radish, Red, Bulk, Bunched w/Tops",10,43.5,48.29,NA,NA,NA,1,0,0,Radish," Red"," Bulk"," Bunched w/Tops",TRUE,TRUE
7/3/22,CHO,3182,"Squash, Summer, Patty Pan",22,24,26.64,NA,NA,NA,1,0,0,Squash," Summer"," Patty Pan",,TRUE,FALSE
7/3/22,CHO,3278,"Radish, Red, Bulk, Bunched w/Tops",20,43.5,48.29,20,43.5,48.29,0,0,0.00%,Radish," Red"," Bulk"," Bunched w/Tops",TRUE,FALSE
7/3/22,CLP,3182,"Squash, Summer, Patty Pan",18,24,26.64,NA,NA,NA,1,0,0,Squash," Summer"," Patty Pan",,TRUE,FALSE
7/3/22,CMA,3266,"Onions, Scallions",5,33.75,37.46,NA,NA,NA,1,0,0,Onions," Scallions",,,FALSE,FALSE
7/3/22,CMU,3266,"Onions, Scallions",12,33.75,37.46,10,33.75,37.46,0,0,-16.70%,Onions," Scallions",,,FALSE,FALSE
7/3/22,CVP,3266,"Onions, Scallions",12,33.75,37.46,12,33.75,37.46,0,0,0.00%,Onions," Scallions",,,FALSE,FALSE
7/3/22,D2D,3182,"Squash, Summer, Patty Pan",18,24,26.64,NA,NA,NA,1,0,0,Squash," Summer"," Patty Pan",,TRUE,TRUE
7/3/22,D2D,3278,"Radish, Red, Bulk, Bunched w/Tops",10,43.5,48.29,10,43.5,48.29,0,0,0.00%,Radish," Red"," Bulk"," Bunched w/Tops",TRUE,TRUE
7/3/22,JWI,3278,"Radish, Red, Bulk, Bunched w/Tops",10,43.5,48.29,NA,NA,NA,1,0,0,Radish," Red"," Bulk"," Bunched w/Tops",FALSE,FALSE
7/3/22,KHF,3806,"Greens, Lettuce, Head",15,42.75,47.45,NA,NA,NA,1,0,0,Greens," Lettuce"," Head",,FALSE,FALSE
7/3/22,MFP,3573,"Greens, Bok Choy",10,46.25,51.34,NA,NA,NA,1,0,0,Greens," Bok Choy",,,FALSE,FALSE
7/3/22,ONC,3266,"Onions, Scallions",5,33.75,37.46,NA,NA,NA,1,0,0,Onions," Scallions",,,FALSE,FALSE
7/3/22,PBY,3573,"Greens, Bok Choy",10,46.25,51.34,NA,NA,NA,1,0,0,Greens," Bok Choy",,,FALSE,FALSE
7/3/22,TEB,3266,"Onions, Scallions",12,33.75,37.46,NA,NA,NA,1,0,0,Onions," Scallions",,,TRUE,FALSE
7/3/22,TEB,3573,"Greens, Bok Choy",10,46.25,51.34,NA,NA,NA,1,0,0,Greens," Bok Choy",,,TRUE,FALSE
7/3/22,YMF,3266,"Onions, Scallions",10,33.75,37.46,29,33.75,37.46,0,0,190.00%,Onions," Scallions",,,FALSE,TRUE
7/3/22,YMF,3806,"Greens, Lettuce, Head",10,42.75,47.45,16,42.75,47.45,0,0,60.00%,Greens," Lettuce"," Head",,FALSE,TRUE
7/10/22,AFC,3138,"Greens, Collards",8,42.75,47.45,NA,NA,NA,1,0,0,Greens," Collards",,,TRUE,TRUE
7/10/22,CHO,3182,"Squash, Summer, Patty Pan",22,24,26.64,NA,NA,NA,1,0,0,Squash," Summer"," Patty Pan",,TRUE,FALSE
7/10/22,CHO,3278,"Radish, Red, Bulk, Bunched w/Tops",20,43.5,48.29,15,43.5,48.29,0,0,-25.00%,Radish," Red"," Bulk"," Bunched w/Tops",TRUE,FALSE
7/10/22,CHO,3362,"Cucumbers, Pickling",11,24,26.64,NA,NA,NA,1,0,0,Cucumbers," Pickling",,,TRUE,FALSE
7/10/22,CLP,3182,"Squash, Summer, Patty Pan",18,24,26.64,NA,NA,NA,1,0,0,Squash," Summer"," Patty Pan",,TRUE,FALSE
7/10/22,CMA,3754,Cabbage,5,40.75,45.23,NA,NA,NA,1,0,0,Cabbage,,,,FALSE,FALSE
7/10/22,D2D,3182,"Squash, Summer, Patty Pan",18,24,26.64,NA,NA,NA,1,0,0,Squash," Summer"," Patty Pan",,TRUE,TRUE
7/10/22,D2D,3278,"Radish, Red, Bulk, Bunched w/Tops",10,43.5,48.29,5,43.5,48.29,0,0,-50.00%,Radish," Red"," Bulk"," Bunched w/Tops",TRUE,TRUE
7/10/22,HAF,3362,"Cucumbers, Pickling",11,24,26.64,NA,NA,NA,1,0,0,Cucumbers," Pickling",,,TRUE,FALSE
7/10/22,JWI,3278,"Radish, Red, Bulk, Bunched w/Tops",10,43.5,48.29,NA,NA,NA,1,0,0,Radish," Red"," Bulk"," Bunched w/Tops",FALSE,FALSE
7/10/22,KHF,3806,"Greens, Lettuce, Head",15,42.75,47.45,NA,NA,NA,1,0,0,Greens," Lettuce"," Head",,FALSE,FALSE
7/10/22,KSL,3362,"Cucumbers, Pickling",11,24,26.64,NA,NA,NA,1,0,0,Cucumbers," Pickling",,,FALSE,FALSE
7/10/22,LDX,3754,Cabbage,5,40.75,45.23,NA,NA,NA,1,0,0,Cabbage,,,,FALSE,TRUE
7/10/22,MHG,3362,"Cucumbers, Pickling",11,24,26.64,NA,NA,NA,1,0,0,Cucumbers," Pickling",,,TRUE,TRUE
7/10/22,ONC,3754,Cabbage,5,40.75,45.23,NA,NA,NA,1,0,0,Cabbage,,,,FALSE,FALSE
7/10/22,SXF,3362,"Cucumbers, Pickling",11,24,26.64,NA,NA,NA,1,0,0,Cucumbers," Pickling",,,FALSE,FALSE
7/10/22,YMF,3362,"Cucumbers, Pickling",11,24,26.64,NA,NA,NA,1,0,0,Cucumbers," Pickling",,,FALSE,TRUE
7/10/22,YMF,3754,Cabbage,5,40.75,45.23,NA,NA,NA,1,0,0,Cabbage,,,,FALSE,TRUE
7/10/22,YMF,3806,"Greens, Lettuce, Head",10,42.75,47.45,NA,NA,NA,1,0,0,Greens," Lettuce"," Head",,FALSE,TRUE
7/17/22,AFC,3138,"Greens, Collards",8,42.75,47.45,NA,NA,NA,1,0,0,Greens," Collards",,,TRUE,TRUE
7/17/22,CHO,3182,"Squash, Summer, Patty Pan",22,24,26.64,NA,NA,NA,1,0,0,Squash," Summer"," Patty Pan",,TRUE,FALSE
7/17/22,CHO,3278,"Radish, Red, Bulk, Bunched w/Tops",20,43.5,48.29,20,43.5,48.29,0,0,0.00%,Radish," Red"," Bulk"," Bunched w/Tops",TRUE,FALSE
7/17/22,CLP,3182,"Squash, Summer, Patty Pan",18,24,26.64,NA,NA,NA,1,0,0,Squash," Summer"," Patty Pan",,TRUE,FALSE
7/17/22,CLP,3362,"Cucumbers, Pickling",11,24,26.64,NA,NA,NA,1,0,0,Cucumbers," Pickling",,,TRUE,FALSE
7/17/22,CMA,3754,Cabbage,5,40.75,45.23,NA,NA,NA,1,0,0,Cabbage,,,,FALSE,FALSE
7/17/22,CMA,3813,"Greens, Kale",5,42.75,47.45,NA,NA,NA,1,0,0,Greens," Kale",,,FALSE,FALSE
7/17/22,D2D,3182,"Squash, Summer, Patty Pan",18,24,26.64,NA,NA,NA,1,0,0,Squash," Summer"," Patty Pan",,TRUE,TRUE
7/17/22,D2D,3278,"Radish, Red, Bulk, Bunched w/Tops",10,43.5,48.29,10,43.5,48.29,0,0,0.00%,Radish," Red"," Bulk"," Bunched w/Tops",TRUE,TRUE
7/17/22,D2D,3813,"Greens, Kale",5,42.75,47.45,5,42.75,47.45,0,0,0.00%,Greens," Kale",,,TRUE,TRUE
7/17/22,HOP,3362,"Cucumbers, Pickling",11,24,26.64,NA,NA,NA,1,0,0,Cucumbers," Pickling",,,FALSE,TRUE
7/17/22,JWI,3278,"Radish, Red, Bulk, Bunched w/Tops",10,43.5,48.29,NA,NA,NA,1,0,0,Radish," Red"," Bulk"," Bunched w/Tops",FALSE,FALSE
7/17/22,JWI,3809,"Beans, Green, Yellow, or Purple",7,71,78.81,NA,NA,NA,1,0,0,Beans," Green"," Yellow"," or Purple",FALSE,FALSE
7/17/22,JWI,3813,"Greens, Kale",5,42.75,47.45,5,42.75,47.45,0,0,0.00%,Greens," Kale",,,FALSE,FALSE
7/17/22,LDX,3754,Cabbage,5,40.75,45.23,NA,NA,NA,1,0,0,Cabbage,,,,FALSE,TRUE
7/17/22,LOF,3362,"Cucumbers, Pickling",11,24,26.64,NA,NA,NA,1,0,0,Cucumbers," Pickling",,,FALSE,FALSE
7/17/22,MHA,3362,"Cucumbers, Pickling",11,24,26.64,NA,NA,NA,1,0,0,Cucumbers," Pickling",,,FALSE,FALSE
7/17/22,MLG,3809,"Beans, Green, Yellow, or Purple",5,71,78.81,NA,NA,NA,1,0,0,Beans," Green"," Yellow"," or Purple",FALSE,FALSE
7/17/22,NTN,3809,"Beans, Green, Yellow, or Purple",15,71,78.81,NA,NA,NA,1,0,0,Beans," Green"," Yellow"," or Purple",FALSE,FALSE
7/17/22,NTN,3813,"Greens, Kale",10,42.75,47.45,10,42.75,47.45,0,0,0.00%,Greens," Kale",,,FALSE,FALSE
7/17/22,ONC,3754,Cabbage,5,40.75,45.23,NA,NA,NA,1,0,0,Cabbage,,,,FALSE,FALSE
7/17/22,PBY,3809,"Beans, Green, Yellow, or Purple",10,71,78.81,4,71,78.81,0,0,-60.00%,Beans," Green"," Yellow"," or Purple",FALSE,FALSE
7/17/22,RSV,3362,"Cucumbers, Pickling",11,24,26.64,NA,NA,NA,1,0,0,Cucumbers," Pickling",,,FALSE,FALSE
7/17/22,RSV,3809,"Beans, Green, Yellow, or Purple",6,71,78.81,NA,NA,NA,1,0,0,Beans," Green"," Yellow"," or Purple",FALSE,FALSE
7/17/22,TXI,3362,"Cucumbers, Pickling",11,24,26.64,NA,NA,NA,1,0,0,Cucumbers," Pickling",,,FALSE,FALSE
7/17/22,YMF,3754,Cabbage,5,40.75,45.23,NA,NA,NA,1,0,0,Cabbage,,,,FALSE,TRUE
7/24/22,AFC,3138,"Greens, Collards",8,42.75,47.45,8,42.75,47.45,0,0,0.00%,Greens," Collards",,,TRUE,TRUE
7/24/22,BXF,3138,"Greens, Collards",10,42.75,47.45,NA,NA,NA,1,0,0,Greens," Collards",,,TRUE,FALSE
7/24/22,BXF,3669,"Greens, Chard",15,42.75,47.45,NA,NA,NA,1,0,0,Greens," Chard",,,TRUE,FALSE
7/24/22,BXF,3826,"Greens, Sweet Potato Leaves",10,35.25,39.13,NA,NA,NA,1,0,0,Greens," Sweet Potato Leaves",,,TRUE,FALSE
7/24/22,CBO,3138,"Greens, Collards",5,42.75,47.45,NA,NA,NA,1,0,0,Greens," Collards",,,FALSE,FALSE
7/24/22,CBO,3278,"Radish, Red, Bulk, Bunched w/Tops",10,43.5,48.29,NA,NA,NA,1,0,0,Radish," Red"," Bulk"," Bunched w/Tops",FALSE,FALSE
7/24/22,CBO,3669,"Greens, Chard",5,42.75,47.45,10,42.75,47.45,0,0,100.00%,Greens," Chard",,,FALSE,FALSE
7/24/22,CBO,3813,"Greens, Kale",5,42.75,47.45,5,42.75,47.45,0,0,0.00%,Greens," Kale",,,FALSE,FALSE
7/24/22,CHO,3182,"Squash, Summer, Patty Pan",22,24,26.64,NA,NA,NA,1,0,0,Squash," Summer"," Patty Pan",,TRUE,FALSE
7/24/22,CHO,3278,"Radish, Red, Bulk, Bunched w/Tops",20,43.5,48.29,40,43.5,48.29,0,0,100.00%,Radish," Red"," Bulk"," Bunched w/Tops",TRUE,FALSE
7/24/22,CHO,3362,"Cucumbers, Pickling",11,24,26.64,NA,NA,NA,1,0,0,Cucumbers," Pickling",,,TRUE,FALSE
7/24/22,CHO,3809,"Beans, Green, Yellow, or Purple",10,71,78.81,NA,NA,NA,1,0,0,Beans," Green"," Yellow"," or Purple",TRUE,FALSE
7/24/22,CLP,3182,"Squash, Summer, Patty Pan",18,24,26.64,13,24,26.64,0,0,-27.80%,Squash," Summer"," Patty Pan",,TRUE,FALSE
7/24/22,CLP,3813,"Greens, Kale",10,42.75,47.45,10,42.75,47.45,0,0,0.00%,Greens," Kale",,,TRUE,FALSE
7/24/22,CLP,3826,"Greens, Sweet Potato Leaves",10,35.25,39.13,10,35.25,39.13,0,0,0.00%,Greens," Sweet Potato Leaves",,,TRUE,FALSE
7/24/22,CMA,3138,"Greens, Collards",5,42.75,47.45,5,42.75,47.45,0,0,0.00%,Greens," Collards",,,FALSE,FALSE
